season,subdivision,team_id,team_name,context_as_of,coach_context_available,coach_change_available,current_coach_unavailable_reason,prior_coach_unavailable_reason
2004,fbs,2084,Buffalo,2004-08-15,True,True,,
2004,fbs,21,San Diego State,2004-08-15,True,True,,
2004,fbs,2116,UCF,2004-08-15,True,False,,ambiguous_overlapping_tenures
2004,fbs,2117,Central Michigan,2004-08-15,True,False,,target_season_end_is_undated
2004,fbs,213,Penn State,2004-08-15,True,True,,
2004,fbs,2132,Cincinnati,2004-08-15,True,False,,target_season_end_is_undated
2004,fbs,218,Temple,2004-08-15,True,True,,
2004,fbs,2199,Eastern Michigan,2004-08-15,True,False,,target_season_end_is_undated
2004,fbs,221,Pittsburgh,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,228,Clemson,2004-08-15,True,True,,
2004,fbs,2294,Iowa,2004-08-15,True,True,,
2004,fbs,23,San José State,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,2305,Kansas,2004-08-15,True,True,,
2004,fbs,2306,Kansas State,2004-08-15,True,True,,
2004,fbs,2309,Kent State,2004-08-15,True,False,,target_season_end_is_undated
2004,fbs,2348,Louisiana Tech,2004-08-15,True,True,,
2004,fbs,235,Memphis,2004-08-15,True,True,,
2004,fbs,238,Vanderbilt,2004-08-15,True,True,,
2004,fbs,239,Baylor,2004-08-15,True,True,,
2004,fbs,2390,Miami,2004-08-15,True,True,,
2004,fbs,2393,Middle Tennessee,2004-08-15,True,True,,
2004,fbs,24,Stanford,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,242,Rice,2004-08-15,True,True,,
2004,fbs,2426,Navy,2004-08-15,True,True,,
2004,fbs,2433,UL Monroe,2004-08-15,True,True,,
2004,fbs,2439,UNLV,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,2440,Nevada,2004-08-15,False,False,target_season_start_not_dated_by_cutoff,target_season_end_is_undated
2004,fbs,245,Texas A&M,2004-08-15,True,True,,
2004,fbs,2459,Northern Illinois,2004-08-15,True,True,,
2004,fbs,248,Houston,2004-08-15,True,True,,
2004,fbs,2483,Oregon,2004-08-15,True,True,,
2004,fbs,249,North Texas,2004-08-15,True,True,,
2004,fbs,25,California,2004-08-15,True,True,,
2004,fbs,2509,Purdue,2004-08-15,True,True,,
2004,fbs,251,Texas,2004-08-15,True,True,,
2004,fbs,252,BYU,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,254,Utah,2004-08-15,False,False,ambiguous_overlapping_tenures,
2004,fbs,2567,SMU,2004-08-15,True,True,,
2004,fbs,2572,Southern Miss,2004-08-15,True,True,,
2004,fbs,2579,South Carolina,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,258,Virginia,2004-08-15,True,True,,
2004,fbs,259,Virginia Tech,2004-08-15,True,True,,
2004,fbs,26,UCLA,2004-08-15,True,True,,
2004,fbs,2628,TCU,2004-08-15,True,True,,
2004,fbs,2633,Tennessee,2004-08-15,True,True,,
2004,fbs,2638,UTEP,2004-08-15,True,False,,target_season_end_is_undated
2004,fbs,264,Washington,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,2641,Texas Tech,2004-08-15,True,True,,
2004,fbs,2649,Toledo,2004-08-15,True,True,,
2004,fbs,265,Washington State,2004-08-15,True,True,,
2004,fbs,2653,Troy,2004-08-15,True,True,,
2004,fbs,2655,Tulane,2004-08-15,True,True,,
2004,fbs,2711,Western Michigan,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,275,Wisconsin,2004-08-15,True,True,,
2004,fbs,2751,Wyoming,2004-08-15,True,True,,
2004,fbs,276,Marshall,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,277,West Virginia,2004-08-15,True,True,,
2004,fbs,278,Fresno State,2004-08-15,True,True,,
2004,fbs,30,USC,2004-08-15,True,True,,
2004,fbs,309,Louisiana,2004-08-15,True,True,,
2004,fbs,328,Utah State,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,333,Alabama,2004-08-15,True,True,,
2004,fbs,344,Mississippi State,2004-08-15,True,False,,target_season_end_is_undated
2004,fbs,349,Army,2004-08-15,True,False,,ambiguous_overlapping_tenures
2004,fbs,356,Illinois,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,36,Colorado State,2004-08-15,True,True,,
2004,fbs,38,Colorado,2004-08-15,True,True,,
2004,fbs,41,UConn,2004-08-15,True,True,,
2004,fbs,5,UAB,2004-08-15,True,True,,
2004,fbs,52,Florida State,2004-08-15,True,True,,
2004,fbs,57,Florida,2004-08-15,False,False,ambiguous_overlapping_tenures,
2004,fbs,58,South Florida,2004-08-15,True,True,,
2004,fbs,59,Georgia Tech,2004-08-15,True,True,,
2004,fbs,61,Georgia,2004-08-15,True,True,,
2004,fbs,62,Hawai'i,2004-08-15,True,True,,
2004,fbs,66,Iowa State,2004-08-15,True,True,,
2004,fbs,68,Boise State,2004-08-15,True,True,,
2004,fbs,70,Idaho,2004-08-15,True,False,,no_matching_tenure
2004,fbs,77,Northwestern,2004-08-15,True,True,,
2004,fbs,8,Arkansas,2004-08-15,True,True,,
2004,fbs,84,Indiana,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,87,Notre Dame,2004-08-15,False,False,target_season_end_is_undated,
2004,fbs,9,Arizona State,2004-08-15,True,True,,
2004,fbs,96,Kentucky,2004-08-15,True,True,,
2004,fbs,97,Louisville,2004-08-15,True,True,,
2004,fbs,99,LSU,2004-08-15,False,False,target_season_end_is_undated,
2005,fbs,103,Boston College,2005-08-15,True,True,,
2005,fbs,12,Arizona,2005-08-15,True,True,,
2005,fbs,120,Maryland,2005-08-15,True,True,,
2005,fbs,127,Michigan State,2005-08-15,True,True,,
2005,fbs,130,Michigan,2005-08-15,True,True,,
2005,fbs,135,Minnesota,2005-08-15,True,True,,
2005,fbs,142,Missouri,2005-08-15,True,True,,
2005,fbs,145,Ole Miss,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,150,Duke,2005-08-15,True,True,,
2005,fbs,151,East Carolina,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,152,NC State,2005-08-15,True,True,,
2005,fbs,153,North Carolina,2005-08-15,True,True,,
2005,fbs,154,Wake Forest,2005-08-15,True,True,,
2005,fbs,158,Nebraska,2005-08-15,True,True,,
2005,fbs,164,Rutgers,2005-08-15,True,True,,
2005,fbs,166,New Mexico State,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,167,New Mexico,2005-08-15,True,True,,
2005,fbs,183,Syracuse,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,189,Bowling Green,2005-08-15,True,True,,
2005,fbs,193,Miami (OH),2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,194,Ohio State,2005-08-15,True,True,,
2005,fbs,195,Ohio,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,197,Oklahoma State,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,2,Auburn,2005-08-15,True,True,,
2005,fbs,2005,Air Force,2005-08-15,True,True,,
2005,fbs,2006,Akron,2005-08-15,True,True,,
2005,fbs,201,Oklahoma,2005-08-15,True,True,,
2005,fbs,202,Tulsa,2005-08-15,True,True,,
2005,fbs,2032,Arkansas State,2005-08-15,True,True,,
2005,fbs,204,Oregon State,2005-08-15,True,True,,
2005,fbs,2050,Ball State,2005-08-15,True,True,,
2005,fbs,2084,Buffalo,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,21,San Diego State,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,2116,UCF,2005-08-15,True,True,,
2005,fbs,2117,Central Michigan,2005-08-15,True,True,,
2005,fbs,213,Penn State,2005-08-15,True,True,,
2005,fbs,2132,Cincinnati,2005-08-15,True,True,,
2005,fbs,218,Temple,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,2199,Eastern Michigan,2005-08-15,True,True,,
2005,fbs,221,Pittsburgh,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,228,Clemson,2005-08-15,True,True,,
2005,fbs,2294,Iowa,2005-08-15,True,True,,
2005,fbs,23,San José State,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,2305,Kansas,2005-08-15,True,True,,
2005,fbs,2306,Kansas State,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,2309,Kent State,2005-08-15,True,True,,
2005,fbs,2348,Louisiana Tech,2005-08-15,True,True,,
2005,fbs,235,Memphis,2005-08-15,True,True,,
2005,fbs,238,Vanderbilt,2005-08-15,True,True,,
2005,fbs,239,Baylor,2005-08-15,True,True,,
2005,fbs,2390,Miami,2005-08-15,True,True,,
2005,fbs,2393,Middle Tennessee,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,24,Stanford,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,242,Rice,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,2426,Navy,2005-08-15,True,True,,
2005,fbs,2433,UL Monroe,2005-08-15,True,True,,
2005,fbs,2439,UNLV,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,2440,Nevada,2005-08-15,True,False,,target_season_start_not_dated_by_cutoff
2005,fbs,245,Texas A&M,2005-08-15,True,True,,
2005,fbs,2459,Northern Illinois,2005-08-15,True,True,,
2005,fbs,248,Houston,2005-08-15,True,True,,
2005,fbs,2483,Oregon,2005-08-15,True,True,,
2005,fbs,249,North Texas,2005-08-15,True,True,,
2005,fbs,25,California,2005-08-15,True,True,,
2005,fbs,2509,Purdue,2005-08-15,True,True,,
2005,fbs,251,Texas,2005-08-15,True,True,,
2005,fbs,252,BYU,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,254,Utah,2005-08-15,True,False,,ambiguous_overlapping_tenures
2005,fbs,2567,SMU,2005-08-15,True,True,,
2005,fbs,2572,Southern Miss,2005-08-15,True,True,,
2005,fbs,2579,South Carolina,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,258,Virginia,2005-08-15,True,True,,
2005,fbs,259,Virginia Tech,2005-08-15,True,True,,
2005,fbs,26,UCLA,2005-08-15,True,True,,
2005,fbs,2628,TCU,2005-08-15,True,True,,
2005,fbs,2633,Tennessee,2005-08-15,True,True,,
2005,fbs,2638,UTEP,2005-08-15,True,True,,
2005,fbs,264,Washington,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,2641,Texas Tech,2005-08-15,True,True,,
2005,fbs,2649,Toledo,2005-08-15,True,True,,
2005,fbs,265,Washington State,2005-08-15,True,True,,
2005,fbs,2653,Troy,2005-08-15,True,True,,
2005,fbs,2655,Tulane,2005-08-15,True,True,,
2005,fbs,2711,Western Michigan,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,275,Wisconsin,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,2751,Wyoming,2005-08-15,True,True,,
2005,fbs,276,Marshall,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,277,West Virginia,2005-08-15,True,True,,
2005,fbs,278,Fresno State,2005-08-15,True,True,,
2005,fbs,30,USC,2005-08-15,True,True,,
2005,fbs,309,Louisiana,2005-08-15,True,True,,
2005,fbs,328,Utah State,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,333,Alabama,2005-08-15,True,True,,
2005,fbs,344,Mississippi State,2005-08-15,True,True,,
2005,fbs,349,Army,2005-08-15,True,True,,
2005,fbs,356,Illinois,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,36,Colorado State,2005-08-15,True,True,,
2005,fbs,38,Colorado,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,41,UConn,2005-08-15,True,True,,
2005,fbs,5,UAB,2005-08-15,True,True,,
2005,fbs,52,Florida State,2005-08-15,True,True,,
2005,fbs,57,Florida,2005-08-15,True,False,,ambiguous_overlapping_tenures
2005,fbs,58,South Florida,2005-08-15,True,True,,
2005,fbs,59,Georgia Tech,2005-08-15,True,True,,
2005,fbs,61,Georgia,2005-08-15,True,True,,
2005,fbs,62,Hawai'i,2005-08-15,True,True,,
2005,fbs,66,Iowa State,2005-08-15,True,True,,
2005,fbs,68,Boise State,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,70,Idaho,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,77,Northwestern,2005-08-15,False,False,target_season_end_is_undated,
2005,fbs,8,Arkansas,2005-08-15,True,True,,
2005,fbs,84,Indiana,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,87,Notre Dame,2005-08-15,True,False,,target_season_end_is_undated
2005,fbs,9,Arizona State,2005-08-15,True,True,,
2005,fbs,96,Kentucky,2005-08-15,True,True,,
2005,fbs,97,Louisville,2005-08-15,True,True,,
2005,fbs,99,LSU,2005-08-15,True,False,,target_season_end_is_undated
2006,fbs,103,Boston College,2006-08-15,False,False,ambiguous_overlapping_tenures,
2006,fbs,12,Arizona,2006-08-15,True,True,,
2006,fbs,120,Maryland,2006-08-15,True,True,,
2006,fbs,127,Michigan State,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,130,Michigan,2006-08-15,True,True,,
2006,fbs,135,Minnesota,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,142,Missouri,2006-08-15,True,True,,
2006,fbs,145,Ole Miss,2006-08-15,True,True,,
2006,fbs,150,Duke,2006-08-15,True,True,,
2006,fbs,151,East Carolina,2006-08-15,True,True,,
2006,fbs,152,NC State,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,153,North Carolina,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,154,Wake Forest,2006-08-15,True,True,,
2006,fbs,158,Nebraska,2006-08-15,True,True,,
2006,fbs,164,Rutgers,2006-08-15,True,True,,
2006,fbs,166,New Mexico State,2006-08-15,True,True,,
2006,fbs,167,New Mexico,2006-08-15,True,True,,
2006,fbs,183,Syracuse,2006-08-15,True,True,,
2006,fbs,189,Bowling Green,2006-08-15,True,True,,
2006,fbs,193,Miami (OH),2006-08-15,True,True,,
2006,fbs,194,Ohio State,2006-08-15,True,True,,
2006,fbs,195,Ohio,2006-08-15,True,True,,
2006,fbs,197,Oklahoma State,2006-08-15,True,True,,
2006,fbs,2,Auburn,2006-08-15,True,True,,
2006,fbs,2005,Air Force,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,2006,Akron,2006-08-15,True,True,,
2006,fbs,201,Oklahoma,2006-08-15,True,True,,
2006,fbs,202,Tulsa,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,2032,Arkansas State,2006-08-15,True,True,,
2006,fbs,204,Oregon State,2006-08-15,True,True,,
2006,fbs,2050,Ball State,2006-08-15,True,True,,
2006,fbs,2084,Buffalo,2006-08-15,True,False,,target_season_end_is_undated
2006,fbs,21,San Diego State,2006-08-15,True,False,,target_season_end_is_undated
2006,fbs,2116,UCF,2006-08-15,True,True,,
2006,fbs,2117,Central Michigan,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,213,Penn State,2006-08-15,True,True,,
2006,fbs,2132,Cincinnati,2006-08-15,False,False,ambiguous_overlapping_tenures,
2006,fbs,218,Temple,2006-08-15,True,False,,target_season_end_is_undated
2006,fbs,2199,Eastern Michigan,2006-08-15,True,True,,
2006,fbs,221,Pittsburgh,2006-08-15,True,True,,
2006,fbs,2226,Florida Atlantic,2006-08-15,True,True,,
2006,fbs,2229,Florida International,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,228,Clemson,2006-08-15,True,True,,
2006,fbs,2294,Iowa,2006-08-15,True,True,,
2006,fbs,23,San José State,2006-08-15,True,True,,
2006,fbs,2305,Kansas,2006-08-15,True,True,,
2006,fbs,2306,Kansas State,2006-08-15,True,False,,target_season_end_is_undated
2006,fbs,2309,Kent State,2006-08-15,True,True,,
2006,fbs,2348,Louisiana Tech,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,235,Memphis,2006-08-15,True,True,,
2006,fbs,238,Vanderbilt,2006-08-15,True,True,,
2006,fbs,239,Baylor,2006-08-15,True,True,,
2006,fbs,2390,Miami,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,2393,Middle Tennessee,2006-08-15,True,False,,target_season_end_is_undated
2006,fbs,24,Stanford,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,242,Rice,2006-08-15,False,False,target_season_end_is_undated,target_season_end_is_undated
2006,fbs,2426,Navy,2006-08-15,True,True,,
2006,fbs,2433,UL Monroe,2006-08-15,True,True,,
2006,fbs,2439,UNLV,2006-08-15,True,True,,
2006,fbs,2440,Nevada,2006-08-15,True,True,,
2006,fbs,245,Texas A&M,2006-08-15,True,True,,
2006,fbs,2459,Northern Illinois,2006-08-15,True,True,,
2006,fbs,248,Houston,2006-08-15,True,True,,
2006,fbs,2483,Oregon,2006-08-15,True,True,,
2006,fbs,249,North Texas,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,25,California,2006-08-15,True,True,,
2006,fbs,2509,Purdue,2006-08-15,True,True,,
2006,fbs,251,Texas,2006-08-15,True,True,,
2006,fbs,252,BYU,2006-08-15,True,True,,
2006,fbs,254,Utah,2006-08-15,True,True,,
2006,fbs,2567,SMU,2006-08-15,True,True,,
2006,fbs,2572,Southern Miss,2006-08-15,True,True,,
2006,fbs,2579,South Carolina,2006-08-15,True,True,,
2006,fbs,258,Virginia,2006-08-15,True,True,,
2006,fbs,259,Virginia Tech,2006-08-15,True,True,,
2006,fbs,26,UCLA,2006-08-15,True,True,,
2006,fbs,2628,TCU,2006-08-15,True,True,,
2006,fbs,2633,Tennessee,2006-08-15,True,True,,
2006,fbs,2638,UTEP,2006-08-15,True,True,,
2006,fbs,264,Washington,2006-08-15,True,True,,
2006,fbs,2641,Texas Tech,2006-08-15,True,True,,
2006,fbs,2649,Toledo,2006-08-15,True,True,,
2006,fbs,265,Washington State,2006-08-15,True,True,,
2006,fbs,2653,Troy,2006-08-15,True,True,,
2006,fbs,2655,Tulane,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,2711,Western Michigan,2006-08-15,True,True,,
2006,fbs,275,Wisconsin,2006-08-15,True,False,,target_season_end_is_undated
2006,fbs,2751,Wyoming,2006-08-15,True,True,,
2006,fbs,276,Marshall,2006-08-15,True,True,,
2006,fbs,277,West Virginia,2006-08-15,True,True,,
2006,fbs,278,Fresno State,2006-08-15,True,True,,
2006,fbs,30,USC,2006-08-15,True,True,,
2006,fbs,309,Louisiana,2006-08-15,True,True,,
2006,fbs,328,Utah State,2006-08-15,True,True,,
2006,fbs,333,Alabama,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,344,Mississippi State,2006-08-15,True,True,,
2006,fbs,349,Army,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,356,Illinois,2006-08-15,True,True,,
2006,fbs,36,Colorado State,2006-08-15,True,True,,
2006,fbs,38,Colorado,2006-08-15,True,False,,target_season_end_is_undated
2006,fbs,41,UConn,2006-08-15,True,True,,
2006,fbs,5,UAB,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,52,Florida State,2006-08-15,True,True,,
2006,fbs,57,Florida,2006-08-15,True,True,,
2006,fbs,58,South Florida,2006-08-15,True,True,,
2006,fbs,59,Georgia Tech,2006-08-15,True,True,,
2006,fbs,61,Georgia,2006-08-15,True,True,,
2006,fbs,62,Hawai'i,2006-08-15,True,True,,
2006,fbs,66,Iowa State,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,68,Boise State,2006-08-15,True,False,,target_season_end_is_undated
2006,fbs,70,Idaho,2006-08-15,False,False,target_season_end_is_undated,target_season_end_is_undated
2006,fbs,77,Northwestern,2006-08-15,True,False,,target_season_end_is_undated
2006,fbs,8,Arkansas,2006-08-15,True,True,,
2006,fbs,84,Indiana,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,87,Notre Dame,2006-08-15,True,True,,
2006,fbs,9,Arizona State,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,96,Kentucky,2006-08-15,True,True,,
2006,fbs,97,Louisville,2006-08-15,False,False,target_season_end_is_undated,
2006,fbs,99,LSU,2006-08-15,True,True,,
2007,fbs,103,Boston College,2007-08-15,True,False,,ambiguous_overlapping_tenures
2007,fbs,12,Arizona,2007-08-15,True,True,,
2007,fbs,120,Maryland,2007-08-15,True,True,,
2007,fbs,127,Michigan State,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,130,Michigan,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,135,Minnesota,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,142,Missouri,2007-08-15,True,True,,
2007,fbs,145,Ole Miss,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,150,Duke,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,151,East Carolina,2007-08-15,True,True,,
2007,fbs,152,NC State,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,153,North Carolina,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,154,Wake Forest,2007-08-15,True,True,,
2007,fbs,158,Nebraska,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,164,Rutgers,2007-08-15,True,True,,
2007,fbs,166,New Mexico State,2007-08-15,True,True,,
2007,fbs,167,New Mexico,2007-08-15,True,True,,
2007,fbs,183,Syracuse,2007-08-15,True,True,,
2007,fbs,189,Bowling Green,2007-08-15,True,True,,
2007,fbs,193,Miami (OH),2007-08-15,True,True,,
2007,fbs,194,Ohio State,2007-08-15,True,True,,
2007,fbs,195,Ohio,2007-08-15,True,True,,
2007,fbs,197,Oklahoma State,2007-08-15,True,True,,
2007,fbs,2,Auburn,2007-08-15,True,True,,
2007,fbs,2005,Air Force,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,2006,Akron,2007-08-15,True,True,,
2007,fbs,201,Oklahoma,2007-08-15,True,True,,
2007,fbs,202,Tulsa,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,2032,Arkansas State,2007-08-15,True,True,,
2007,fbs,204,Oregon State,2007-08-15,True,True,,
2007,fbs,2050,Ball State,2007-08-15,True,True,,
2007,fbs,2084,Buffalo,2007-08-15,True,True,,
2007,fbs,21,San Diego State,2007-08-15,True,True,,
2007,fbs,2116,UCF,2007-08-15,True,True,,
2007,fbs,2117,Central Michigan,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,213,Penn State,2007-08-15,True,True,,
2007,fbs,2132,Cincinnati,2007-08-15,True,False,,ambiguous_overlapping_tenures
2007,fbs,218,Temple,2007-08-15,True,True,,
2007,fbs,2199,Eastern Michigan,2007-08-15,True,True,,
2007,fbs,221,Pittsburgh,2007-08-15,True,True,,
2007,fbs,2226,Florida Atlantic,2007-08-15,True,True,,
2007,fbs,2229,Florida International,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,228,Clemson,2007-08-15,True,True,,
2007,fbs,2294,Iowa,2007-08-15,True,True,,
2007,fbs,23,San José State,2007-08-15,True,True,,
2007,fbs,2305,Kansas,2007-08-15,True,True,,
2007,fbs,2306,Kansas State,2007-08-15,True,True,,
2007,fbs,2309,Kent State,2007-08-15,True,True,,
2007,fbs,2348,Louisiana Tech,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,235,Memphis,2007-08-15,True,True,,
2007,fbs,238,Vanderbilt,2007-08-15,True,True,,
2007,fbs,239,Baylor,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,2390,Miami,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,2393,Middle Tennessee,2007-08-15,True,True,,
2007,fbs,24,Stanford,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,242,Rice,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,2426,Navy,2007-08-15,False,False,ambiguous_overlapping_tenures,
2007,fbs,2433,UL Monroe,2007-08-15,True,True,,
2007,fbs,2439,UNLV,2007-08-15,True,True,,
2007,fbs,2440,Nevada,2007-08-15,True,True,,
2007,fbs,245,Texas A&M,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,2459,Northern Illinois,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,248,Houston,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,2483,Oregon,2007-08-15,True,True,,
2007,fbs,249,North Texas,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,25,California,2007-08-15,True,True,,
2007,fbs,2509,Purdue,2007-08-15,True,True,,
2007,fbs,251,Texas,2007-08-15,True,True,,
2007,fbs,252,BYU,2007-08-15,True,True,,
2007,fbs,254,Utah,2007-08-15,True,True,,
2007,fbs,2567,SMU,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,2572,Southern Miss,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,2579,South Carolina,2007-08-15,True,True,,
2007,fbs,258,Virginia,2007-08-15,True,True,,
2007,fbs,259,Virginia Tech,2007-08-15,True,True,,
2007,fbs,26,UCLA,2007-08-15,False,False,ambiguous_overlapping_tenures,
2007,fbs,2628,TCU,2007-08-15,True,True,,
2007,fbs,2633,Tennessee,2007-08-15,True,True,,
2007,fbs,2638,UTEP,2007-08-15,True,True,,
2007,fbs,264,Washington,2007-08-15,True,True,,
2007,fbs,2641,Texas Tech,2007-08-15,True,True,,
2007,fbs,2649,Toledo,2007-08-15,True,True,,
2007,fbs,265,Washington State,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,2653,Troy,2007-08-15,True,True,,
2007,fbs,2655,Tulane,2007-08-15,True,False,,target_season_end_is_undated
2007,fbs,2711,Western Michigan,2007-08-15,True,True,,
2007,fbs,275,Wisconsin,2007-08-15,True,True,,
2007,fbs,2751,Wyoming,2007-08-15,True,True,,
2007,fbs,276,Marshall,2007-08-15,True,True,,
2007,fbs,277,West Virginia,2007-08-15,False,False,target_season_end_is_undated,
2007,fbs,278,Fresno State,2007-08-15,True,True,,
