population,candidate,season,team_id,team_name,adjustment_bin,expected_rank_adjustment,location_adjustment,candidate_minus_h_nll
same_all_context,same_full_c,2018,2348,Louisiana Tech,5-10,6.015756954755659,0.2410389567679483,0.021070966324559848
same_all_context,same_full_c,2018,235,Memphis,5-10,7.380816244122357,0.3234619764477181,-0.15050965246738546
same_all_context,same_full_c,2018,238,Vanderbilt,5-10,5.8777257298329175,0.23543510089379088,-0.1310622786189377
same_all_context,same_full_c,2018,239,Baylor,5-10,9.414980829310927,0.38123341144755235,-0.19418836796601902
same_all_context,same_full_c,2018,2393,Middle Tennessee,20+,21.621722966006516,0.87541087910552,-0.0732886083638018
same_all_context,same_full_c,2018,24,Stanford,10-20,11.107795160878158,0.629656294141433,0.12285617099885648
same_all_context,same_full_c,2018,242,Rice,0-5,0.5064473518680757,0.024227785782936717,0.18871758684177697
same_all_context,same_full_c,2018,2426,Navy,0-5,2.507876851312183,0.13178049412849158,0.033676147376362486
same_all_context,same_full_c,2018,2433,UL Monroe,10-20,13.513148734944096,0.6340095093088006,-0.0756266093325193
same_all_context,same_full_c,2018,2439,UNLV,10-20,12.838471559567665,0.5959052639765946,0.21503388809704926
same_all_context,same_full_c,2018,2440,Nevada,0-5,1.947450764562916,0.05915443986978686,-0.04435922895449984
same_all_context,same_full_c,2018,245,Texas A&M,5-10,5.878228331417425,0.2269845156117709,-0.18390973240328012
same_all_context,same_full_c,2018,2483,Oregon,0-5,1.37639920148224,0.020094656429444413,-0.08676282648241429
same_all_context,same_full_c,2018,249,North Texas,10-20,14.042804036815014,0.6028662586679254,-0.2272324525769882
same_all_context,same_full_c,2018,25,California,5-10,6.789886129307803,0.2525399536022694,0.009871783276408586
same_all_context,same_full_c,2018,2509,Purdue,0-5,0.7567488428660809,0.03741408052894818,-0.0682481405743971
same_all_context,same_full_c,2018,251,Texas,10-20,13.45573129431244,0.7295071215800581,-0.29993474342786497
same_all_context,same_full_c,2018,252,BYU,5-10,6.44851374241415,0.24625615543414214,-0.11611436221223936
same_all_context,same_full_c,2018,254,Utah,0-5,2.2102200671874144,0.058204649165059186,-0.11428815710935414
same_all_context,same_full_c,2018,2567,SMU,0-5,1.5350049203013754,0.07861964170570213,-0.03102445129414999
same_all_context,same_full_c,2018,2572,Southern Miss,10-20,14.847768116587531,0.5934119071390366,-0.1575922673154082
same_all_context,same_full_c,2018,2579,South Carolina,10-20,13.750242988037126,0.6430040500808163,0.2771709758501366
same_all_context,same_full_c,2018,258,Virginia,0-5,4.476451284885243,0.16847327460696707,0.0768720413341919
same_all_context,same_full_c,2018,259,Virginia Tech,5-10,5.075296145156827,0.28047850304686484,-0.29445289157593013
same_all_context,same_full_c,2018,26,UCLA,0-5,2.2952510626219365,0.06964389789985259,0.12966347210400375
same_all_context,same_full_c,2018,2628,TCU,5-10,5.9020284006225765,0.34319594581749,0.7111157143509157
same_all_context,same_full_c,2018,2633,Tennessee,10-20,10.723498557354098,0.420588550342539,0.1049114723627973
same_all_context,same_full_c,2018,2636,UTSA,10-20,13.809102277385492,0.6282502048242842,-0.625649111208638
same_all_context,same_full_c,2018,2638,UTEP,0-5,1.7446273866794542,0.10775432430615428,0.055620733016998436
same_all_context,same_full_c,2018,264,Washington,10-20,10.517018246169695,0.5228890379619644,-0.21193952789792858
same_all_context,same_full_c,2018,2649,Toledo,5-10,5.4632311357012355,0.24151087480903216,-0.18516993273559557
same_all_context,same_full_c,2018,265,Washington State,0-5,4.788164690408848,0.18058977954622668,-0.12149527919750813
same_all_context,same_full_c,2018,2655,Tulane,10-20,18.0193898765485,0.7699442310320759,-0.13398311247532213
same_all_context,same_full_c,2018,2711,Western Michigan,5-10,5.960405808057985,0.2601275669235582,0.029041252941309104
same_all_context,same_full_c,2018,275,Wisconsin,0-5,2.584278219782913,0.28081514400623586,-0.2468701937099924
same_all_context,same_full_c,2018,2751,Wyoming,5-10,6.486714247388676,0.261847813354698,0.004310905128481757
same_all_context,same_full_c,2018,276,Marshall,20+,36.988080059382455,1.5216313739279523,0.70935544505849
same_all_context,same_full_c,2018,278,Fresno State,5-10,7.346886843617341,0.2638598544767698,-0.261546091728996
same_all_context,same_full_c,2018,290,Georgia Southern,0-5,2.656406829298973,0.07730930260461877,0.20535942302164312
same_all_context,same_full_c,2018,295,Old Dominion,5-10,7.3925851553296695,0.3463275397151686,0.2460496319683818
same_all_context,same_full_c,2018,30,USC,0-5,2.407333090307503,0.13721559047041287,0.7505310754113701
same_all_context,same_full_c,2018,309,Louisiana,5-10,8.270771750388903,0.4027253845921256,-0.12975470693853275
same_all_context,same_full_c,2018,333,Alabama,0-5,3.124128326549709,0.7738204471537649,-0.2297026792365635
same_all_context,same_full_c,2018,344,Mississippi State,5-10,7.110313609775368,0.287335164674406,-0.18185655955779545
same_all_context,same_full_c,2018,349,Army,5-10,6.572792838083643,0.27505191708558435,-0.24779150635820546
same_all_context,same_full_c,2018,356,Illinois,10-20,11.088527170807652,0.47630593854698516,0.17633597248212496
same_all_context,same_full_c,2018,36,Colorado State,10-20,12.723771728213848,0.5195667940836384,-0.4056640267661624
same_all_context,same_full_c,2018,41,UConn,5-10,5.499061787694174,0.20195741890149543,0.4065800748627044
same_all_context,same_full_c,2018,52,Florida State,5-10,7.842880080358242,0.40184816264731427,0.8146197778152704
same_all_context,same_full_c,2018,57,Florida,5-10,6.024290262665076,0.24342129501651288,-0.2262176090005621
same_all_context,same_full_c,2018,58,South Florida,10-20,15.919646176485386,0.6669729638715072,-0.5127674267581179
same_all_context,same_full_c,2018,61,Georgia,5-10,6.5459114959127085,0.8938497417336229,-0.20812707640248362
same_all_context,same_full_c,2018,62,Hawai'i,5-10,6.286580569605789,0.31465362161815946,0.18030010865741453
same_all_context,same_full_c,2018,66,Iowa State,0-5,1.9423856145633067,0.09078214658185074,-0.00762689061247368
same_all_context,same_full_c,2018,68,Boise State,10-20,17.34595825483075,0.8265309644985476,0.22226556743591752
same_all_context,same_full_c,2018,77,Northwestern,5-10,6.992752702686573,0.2952971285933721,-0.08478556295981932
same_all_context,same_full_c,2018,8,Arkansas,0-5,3.8289824380954443,0.13079393247521676,0.523199771577926
same_all_context,same_full_c,2018,84,Indiana,5-10,9.818125419219669,0.3910407276411171,-0.02469861041559529
same_all_context,same_full_c,2018,87,Notre Dame,10-20,12.930777075827411,0.950304652061152,-0.8731931126034356
same_all_context,same_full_c,2018,9,Arizona State,10-20,14.498661605891293,0.6062214751209167,0.24753032042053746
same_all_context,same_full_c,2018,96,Kentucky,0-5,3.6312943353193248,0.13907597677545241,-0.06399818654672451
same_all_context,same_full_c,2018,99,LSU,5-10,5.3208803532496844,0.4023419843675844,0.2634683868932344
same_all_context,same_full_c,2019,113,Massachusetts,0-5,0.3934283264950551,0.026697507368703688,0.4558281174225769
same_all_context,same_full_c,2019,12,Arizona,0-5,3.0241350188676392,0.11531780361597521,-0.08386227273519076
same_all_context,same_full_c,2019,120,Maryland,10-20,10.522269418532268,0.41042483946821634,0.5171630069662951
same_all_context,same_full_c,2019,130,Michigan,5-10,9.11298566901789,0.6478088476307979,0.08260918028599562
same_all_context,same_full_c,2019,135,Minnesota,10-20,11.742776287605977,0.4830805092611634,-0.3866321084380546
same_all_context,same_full_c,2019,150,Duke,5-10,7.687501982282541,0.29925629545493554,0.11872312314988864
same_all_context,same_full_c,2019,151,East Carolina,0-5,4.892102495849386,0.2368334915314959,0.18109398784335795
same_all_context,same_full_c,2019,152,NC State,10-20,10.05644118405987,0.43972945215065723,-0.46917927592756303
same_all_context,same_full_c,2019,153,North Carolina,0-5,2.2392897364744186,0.0978467507138975,-0.08619274857779136
same_all_context,same_full_c,2019,154,Wake Forest,0-5,2.2795696291002585,0.07993879621231625,-0.08072832974018507
same_all_context,same_full_c,2019,158,Nebraska,5-10,8.400930016399947,0.3328625645292916,0.10659618902854273
same_all_context,same_full_c,2019,166,New Mexico State,10-20,10.341281927335274,0.7530336142077332,0.5380722893663044
same_all_context,same_full_c,2019,183,Syracuse,0-5,4.405794551546343,0.20432415177153196,-0.17076984422461639
same_all_context,same_full_c,2019,189,Bowling Green,5-10,9.201590668530258,0.4854197832982816,-0.45665819711650135
same_all_context,same_full_c,2019,193,Miami (OH),0-5,2.5544153809704113,0.08772034678964769,-0.03955953078793595
same_all_context,same_full_c,2019,194,Ohio State,0-5,4.653312995915339,0.567284722972861,0.8799859567194286
same_all_context,same_full_c,2019,195,Ohio,0-5,1.1608867762223127,0.04105014104045984,-0.048955319878127845
same_all_context,same_full_c,2019,197,Oklahoma State,0-5,1.7225180919312066,0.04660971558576388,-0.07474913290138119
same_all_context,same_full_c,2019,2,Auburn,0-5,4.23881268353696,0.21001821779361252,-0.12093480472824547
same_all_context,same_full_c,2019,2005,Air Force,0-5,0.9390719565851526,0.03021800227275076,0.12880651345003535
same_all_context,same_full_c,2019,2006,Akron,0-5,3.6712341702814513,0.22373809125477817,1.123852543487521
same_all_context,same_full_c,2019,201,Oklahoma,0-5,4.395979918880499,0.46999714902250433,-0.05801299924363956
same_all_context,same_full_c,2019,202,Tulsa,0-5,1.9067986026839634,0.05708701951079942,-0.05353062586049795
same_all_context,same_full_c,2019,2032,Arkansas State,5-10,8.001186903400509,0.3136247347869493,-0.03942739673771456
same_all_context,same_full_c,2019,204,Oregon State,0-5,4.87725573258821,0.20619846020214128,-0.11332125261440762
same_all_context,same_full_c,2019,2050,Ball State,0-5,1.6651401614973196,0.11501954527797587,-0.06667708909611747
same_all_context,same_full_c,2019,2084,Buffalo,5-10,8.709733510536552,0.36515168934387177,0.273975746268432
same_all_context,same_full_c,2019,2116,UCF,0-5,3.9434785968572115,0.14600842601074504,-0.11509473363026856
same_all_context,same_full_c,2019,2117,Central Michigan,10-20,10.009122247260777,0.6972736310568026,0.8014211335592796
same_all_context,same_full_c,2019,213,Penn State,0-5,3.6977917684924115,0.15723434862898822,-0.12415599342580519
same_all_context,same_full_c,2019,2132,Cincinnati,0-5,0.9192809119677321,0.03068864091122192,-0.03193825232611669
same_all_context,same_full_c,2019,218,Temple,10-20,10.733401349664788,0.43014785488632357,0.03295958569600721
same_all_context,same_full_c,2019,2199,Eastern Michigan,5-10,6.851053125505473,0.3436650719785461,-0.04425217611391119
same_all_context,same_full_c,2019,221,Pittsburgh,0-5,1.7370881345207607,0.09353237120556224,-0.08699253283997255
same_all_context,same_full_c,2019,2229,Florida International,10-20,15.435047203693017,0.6506652440989884,0.30882069610159846
same_all_context,same_full_c,2019,2247,Georgia State,5-10,9.675106642239939,0.6304583716297876,-0.37169492926140624
same_all_context,same_full_c,2019,228,Clemson,0-5,2.5168420946784433,0.47749858015250046,-0.12408483604068343
same_all_context,same_full_c,2019,2294,Iowa,5-10,9.792559039122409,0.5315445930166338,-0.165399978068844
same_all_context,same_full_c,2019,23,San José State,0-5,2.0035081452892314,0.1510308893342227,-0.09516195100295644
same_all_context,same_full_c,2019,2305,Kansas,0-5,3.7359274190114036,0.14846710331268298,-0.0824720747658434
same_all_context,same_full_c,2019,2306,Kansas State,10-20,16.282829689753754,0.6577506770232927,0.40063717830627876
same_all_context,same_full_c,2019,2309,Kent State,5-10,9.21431557097057,0.5960805572112828,-0.5234417798926945
same_all_context,same_full_c,2019,2348,Louisiana Tech,0-5,2.5355480181262067,0.10926518383496028,-0.09060835056390548
same_all_context,same_full_c,2019,238,Vanderbilt,5-10,6.191062599905436,0.23953083216984034,0.4811424648288991
same_all_context,same_full_c,2019,2390,Miami,0-5,0.3818016135738489,0.04558346235277122,-0.05320927886467253
same_all_context,same_full_c,2019,2393,Middle Tennessee,5-10,5.487312078916673,0.22260428363512744,0.25750827229506346
same_all_context,same_full_c,2019,24,Stanford,5-10,5.321000824003882,0.24481436375398302,0.520628839502927
same_all_context,same_full_c,2019,242,Rice,0-5,4.961889666710803,0.3651671653298436,0.01421544050437884
same_all_context,same_full_c,2019,2426,Navy,0-5,0.17502058536304332,0.016443870184242926,0.15058544191616363
same_all_context,same_full_c,2019,2429,Charlotte,5-10,8.86188848358971,0.49671460020167957,-0.20039492127739766
same_all_context,same_full_c,2019,2433,UL Monroe,0-5,2.153126271684229,0.11911077281805615,-0.05996298128051958
same_all_context,same_full_c,2019,2440,Nevada,5-10,7.446307836906769,0.2886394589206258,-0.15742122747870724
same_all_context,same_full_c,2019,245,Texas A&M,5-10,7.312636070763865,0.42845711501205086,0.1432174760331204
same_all_context,same_full_c,2019,2459,Northern Illinois,10-20,16.253880706049756,0.6403220711598018,-0.564304290182271
same_all_context,same_full_c,2019,248,Houston,0-5,1.8678205412909534,0.07006876135469256,-0.011374117195449784
same_all_context,same_full_c,2019,2483,Oregon,5-10,6.290399795975009,0.317781841080087,-0.4162569733155528
same_all_context,same_full_c,2019,249,North Texas,10-20,11.856416263257543,0.5068462372109845,0.5612061085868243
same_all_context,same_full_c,2019,25,California,5-10,6.128249700499509,0.24594189210541864,0.03987168683292808
same_all_context,same_full_c,2019,2509,Purdue,0-5,1.0070555043142377,0.042108487236540426,-0.04654508744558239
same_all_context,same_full_c,2019,251,Texas,5-10,7.953178470224373,0.5130091976978906,0.18884419321664803
same_all_context,same_full_c,2019,252,BYU,0-5,4.68955479324692,0.19763527142821002,-0.0908666679187018
same_all_context,same_full_c,2019,254,Utah,10-20,16.033707994324306,0.9144951130425276,-0.20763646785786394
same_all_context,same_full_c,2019,2567,SMU,5-10,9.348747744934599,0.4207461948404852,-0.38175848506675436
same_all_context,same_full_c,2019,2572,Southern Miss,10-20,19.03597808407917,0.7560161654900858,0.19157557953768212
same_all_context,same_full_c,2019,2579,South Carolina,10-20,11.516688775716133,0.5190781233412178,0.4540823856223204
same_all_context,same_full_c,2019,258,Virginia,5-10,5.1238912657856375,0.19751351445940546,-0.1174086524710738
same_all_context,same_full_c,2019,259,Virginia Tech,0-5,2.4155551789790835,0.08271669140077564,-0.05370706633259026
same_all_context,same_full_c,2019,26,UCLA,5-10,6.844921829437823,0.26354949763908136,0.0616086744585127
same_all_context,same_full_c,2019,2628,TCU,10-20,18.745997133805822,0.9687084470079208,1.00361235954108
same_all_context,same_full_c,2019,2633,Tennessee,10-20,18.844259181525004,0.8193043178984971,-0.06205508308840901
same_all_context,same_full_c,2019,2638,UTEP,0-5,2.0353051929108545,0.20068546240778806,-0.12654000011874178
same_all_context,same_full_c,2019,2641,Texas Tech,10-20,10.781883994772478,0.42801128072459466,-0.25464949203959364
same_all_context,same_full_c,2019,2649,Toledo,5-10,7.500411294568579,0.2925702861007312,-0.21113093397215543
same_all_context,same_full_c,2019,2653,Troy,10-20,18.534730395489277,0.7494469871183465,-0.5580190977322346
same_all_context,same_full_c,2019,2655,Tulane,0-5,4.308650500495148,0.20277572406174482,-0.15900142421852426
same_all_context,same_full_c,2019,2711,Western Michigan,0-5,3.017809449467279,0.10360875214577431,-0.1172802015154275
same_all_context,same_full_c,2019,275,Wisconsin,0-5,2.7205154274598797,0.1784624376717434,0.15453327253274995
same_all_context,same_full_c,2019,2751,Wyoming,5-10,8.09306349531569,0.3174485994586919,0.12367815414772032
same_all_context,same_full_c,2019,276,Marshall,10-20,15.59912651621051,0.6005681308744495,0.012922852093968373
same_all_context,same_full_c,2019,277,West Virginia,20+,25.582033704154572,1.1463259446750902,-0.9112357359076739
same_all_context,same_full_c,2019,290,Georgia Southern,0-5,4.107817659169186,0.16374024357291778,-0.0795989840765472
same_all_context,same_full_c,2019,30,USC,10-20,13.139311903045982,0.6721877817655149,0.08060816476270816
same_all_context,same_full_c,2019,309,Louisiana,0-5,2.7137416671977945,0.09614240479054048,0.22990394737500175
same_all_context,same_full_c,2019,324,Coastal Carolina,0-5,4.441948768519438,0.17319037017014538,-0.10898787322834202
same_all_context,same_full_c,2019,326,Texas State,5-10,7.966107569239014,0.5504235826234358,0.09987790500611604
same_all_context,same_full_c,2019,328,Utah State,10-20,12.622103494326907,0.5034229817043541,-0.12778965230915507
same_all_context,same_full_c,2019,333,Alabama,0-5,3.199470654707049,0.7438763772984367,0.5678628664162919
same_all_context,same_full_c,2019,349,Army,0-5,0.04267259397456513,0.00682999527359357,0.018674005937042715
same_all_context,same_full_c,2019,356,Illinois,10-20,11.904419133898486,0.4969758007927256,-0.1652312843523669
same_all_context,same_full_c,2019,41,UConn,5-10,7.381557735647732,0.6449325528864454,-0.3213871444067058
same_all_context,same_full_c,2019,5,UAB,10-20,14.55649160735026,0.6247497151798518,-0.1603255542294839
same_all_context,same_full_c,2019,57,Florida,5-10,5.42864251804261,0.4126477570935623,-0.15535856949146165
same_all_context,same_full_c,2019,59,Georgia Tech,10-20,16.653021341266026,0.673479876750243,-0.8014286333739227
same_all_context,same_full_c,2019,6,South Alabama,5-10,7.890493956633222,0.41244558836548517,-0.2691417454512228
same_all_context,same_full_c,2019,61,Georgia,5-10,5.456462159271441,0.5539804860226831,-0.30154524585231
same_all_context,same_full_c,2019,66,Iowa State,0-5,2.813174252364597,0.10107460484938297,-0.08553091330024287
same_all_context,same_full_c,2019,68,Boise State,20+,20.19583466168267,0.9430321276103321,0.3113410721585339
same_all_context,same_full_c,2019,77,Northwestern,0-5,1.469711259756501,0.036244754413382374,0.18991564415132878
same_all_context,same_full_c,2019,84,Indiana,10-20,14.262934501390092,0.5692233796725656,-0.288540410535961
same_all_context,same_full_c,2019,87,Notre Dame,5-10,8.331099760940992,0.7638283391227438,-0.0425228201711616
same_all_context,same_full_c,2019,9,Arizona State,0-5,3.7869240133813946,0.15989013717467299,0.012022586213518593
same_all_context,same_full_c,2019,96,Kentucky,5-10,8.441978671072263,0.3732950098933261,0.0129146758223051
same_all_context,same_full_c,2019,97,Louisville,0-5,1.7199010174122975,0.07848274157776469,-0.0782497854273787
same_all_context,same_full_c,2019,98,Western Kentucky,0-5,0.7476869195967879,0.09403531677691901,-0.03820297604771827
same_all_context,same_full_c,2019,99,LSU,5-10,5.423421128885208,0.5318682120821308,-0.835697458479137
same_all_context,same_full_c,2020,103,Boston College,10-20,13.405385893918947,0.5436847543170135,-0.0520706302116416
same_all_context,same_full_c,2020,113,Massachusetts,0-5,1.3321883307487212,0.09727652105121454,-0.004929973667814114
same_all_context,same_full_c,2020,120,Maryland,10-20,11.448056268082325,0.4686983359218395,-0.019654244490360462
same_all_context,same_full_c,2020,127,Michigan State,20+,25.86416887609999,1.1000180142425713,-0.8051240668454778
same_all_context,same_full_c,2020,130,Michigan,0-5,0.6900138040599586,0.013486400673648813,0.12490970552521219
same_all_context,same_full_c,2020,135,Minnesota,0-5,3.0081394866202587,0.12451604460174859,0.1109429321146278
same_all_context,same_full_c,2020,142,Missouri,10-20,18.873431740915244,0.7685752200750373,-0.0370534456733429
same_all_context,same_full_c,2020,145,Ole Miss,10-20,11.140039738460011,0.4500606053254904,-0.13174726332684195
same_all_context,same_full_c,2020,150,Duke,5-10,5.492665124764287,0.23233849773496074,0.3239252593689015
same_all_context,same_full_c,2020,151,East Carolina,10-20,15.561214651220467,0.7057680036718471,0.0347158901887239
same_all_context,same_full_c,2020,152,NC State,5-10,8.944563197647653,0.3727297093474951,-0.1936970640250033
same_all_context,same_full_c,2020,153,North Carolina,20+,20.45755530680436,0.9116793109335148,-0.2587520701980237
same_all_context,same_full_c,2020,154,Wake Forest,5-10,9.513244697270643,0.3998060325414168,-0.11216729653037572
same_all_context,same_full_c,2020,158,Nebraska,5-10,6.8539058481584405,0.27232206375784895,0.14596363342416474
same_all_context,same_full_c,2020,164,Rutgers,10-20,11.225456355609026,0.5032275172130359,-0.06614596069119472
same_all_context,same_full_c,2020,167,New Mexico,0-5,1.2276006068496486,0.10190341982678452,-0.04865785792529831
same_all_context,same_full_c,2020,183,Syracuse,0-5,2.9784563835178943,0.12799518430850151,0.21335374769213722
same_all_context,same_full_c,2020,189,Bowling Green,10-20,12.330891929727287,0.6446183652776096,1.5665302275331614
same_all_context,same_full_c,2020,193,Miami (OH),10-20,10.471343990268835,0.4496419285196528,-0.20186001097938178
same_all_context,same_full_c,2020,194,Ohio State,0-5,0.27516435641738735,0.013633972368118474,-0.03438615431749614
same_all_context,same_full_c,2020,197,Oklahoma State,10-20,10.535292602982135,0.5583143466005613,-0.19088933271406994
same_all_context,same_full_c,2020,2005,Air Force,10-20,12.32827701173175,0.5141052046965375,-0.17850147848143383
same_all_context,same_full_c,2020,2006,Akron,10-20,18.939094328709615,1.4512095262088873,0.456387609336796
same_all_context,same_full_c,2020,201,Oklahoma,5-10,6.09198058000373,0.5395027725468058,0.4256387281634364
same_all_context,same_full_c,2020,202,Tulsa,5-10,8.9867425934669,0.35563710702753654,-0.2932101224722281
same_all_context,same_full_c,2020,2026,App State,5-10,8.703415843838144,0.43050164958406256,-0.05754801938071896
same_all_context,same_full_c,2020,204,Oregon State,10-20,10.702460141291276,0.41052404052541636,-0.2154694015193943
same_all_context,same_full_c,2020,2050,Ball State,10-20,12.896337264298907,0.5620363099574535,-1.076957232187719
same_all_context,same_full_c,2020,21,San Diego State,0-5,4.85447525438223,0.21192495218895635,-0.09373956461812671
same_all_context,same_full_c,2020,2117,Central Michigan,5-10,7.0071108905259365,0.2971604422012101,-0.06755950539441535
same_all_context,same_full_c,2020,213,Penn State,5-10,5.879850517591208,0.45990566174109926,0.7667360236441736
same_all_context,same_full_c,2020,2132,Cincinnati,0-5,0.5193211890609462,0.030948713384562065,0.06926974178402734
same_all_context,same_full_c,2020,218,Temple,0-5,1.5732224707886076,0.06650292091779116,0.2500481752895647
same_all_context,same_full_c,2020,2199,Eastern Michigan,0-5,2.67137271586013,0.1718436967039474,-0.08530389546715345
same_all_context,same_full_c,2020,221,Pittsburgh,0-5,4.482266161144118,0.17694593330877617,-0.017822533517207972
same_all_context,same_full_c,2020,2226,Florida Atlantic,10-20,14.199717800774366,0.6076699509030699,-0.29264789042323525
same_all_context,same_full_c,2020,2229,Florida International,0-5,4.418111431129418,0.19587844565680168,-0.11030123309249618
same_all_context,same_full_c,2020,2247,Georgia State,0-5,4.57251907779964,0.2548554080875156,-0.16763487361884444
same_all_context,same_full_c,2020,228,Clemson,5-10,5.10129006350838,0.768839860896823,0.017708580360791704
same_all_context,same_full_c,2020,2294,Iowa,5-10,9.217018309741736,0.558402331329231,-0.09416194365419273
same_all_context,same_full_c,2020,23,San José State,5-10,8.610609476170936,0.40499899304268405,-0.5139348189146116
same_all_context,same_full_c,2020,2306,Kansas State,5-10,5.038411416331712,0.24318303414919418,-0.18347078600789501
same_all_context,same_full_c,2020,2309,Kent State,10-20,10.652566231075056,0.473496249846133,-0.25737877867415726
same_all_context,same_full_c,2020,2335,Liberty,10-20,12.853275131447603,0.5542555006543316,0.8156244356101174
same_all_context,same_full_c,2020,2348,Louisiana Tech,0-5,1.0276831754542144,0.042863028661066935,-0.030233088526421703
same_all_context,same_full_c,2020,235,Memphis,0-5,3.865893170242529,0.21019473432469937,-0.11314729224012687
same_all_context,same_full_c,2020,239,Baylor,0-5,4.224886097293016,0.18665316266106502,0.2697444043091961
same_all_context,same_full_c,2020,2390,Miami,5-10,7.844207779120545,0.32207816666343936,-0.19389651020828236
same_all_context,same_full_c,2020,2393,Middle Tennessee,10-20,17.656839614770433,0.7790119678229616,0.7135721843456357
same_all_context,same_full_c,2020,24,Stanford,10-20,11.878575601992033,0.49946814579817544,-0.010477376026810425
same_all_context,same_full_c,2020,242,Rice,10-20,11.466882007100594,0.6111182203390337,-0.19141048347601242
same_all_context,same_full_c,2020,2426,Navy,0-5,1.7853505349736238,0.11343915354598266,0.04734039962768488
