season,cutoff,anchor_family,method,team_id,team_name,rated,games_played,rank,probability
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,38,0.00907413754471556
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,39,0.00911793287285645
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,40,0.009158338626488842
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,41,0.0091953048741013
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,42,0.009228796553218984
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,43,0.009258797081989355
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,44,0.009285311119608704
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,45,0.009308366522583732
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,46,0.00932801556262457
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,47,0.009344335484118501
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,48,0.009357428482141545
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,49,0.00936742117087703
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,50,0.009374463576609714
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,51,0.009378727605438867
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,52,0.009380404746442278
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,53,0.009379702327370567
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,54,0.009376836511862809
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,55,0.009372017016196948
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,56,0.009365409388309282
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,57,0.009357096804027038
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,58,0.009347126351599013
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,59,0.009335535723479702
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,60,0.009322356612261879
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,61,0.009307614832149593
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,62,0.009291330457837062
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,63,0.009273517979999474
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,64,0.009254186476445533
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,65,0.00923333979782157
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,66,0.009210976766603955
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,67,0.009187091387979848
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,68,0.009161673071106106
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,69,0.009134706859159188
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,70,0.009106173666551707
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,71,0.009076050521697937
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,72,0.00904431081376288
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,73,0.009010924541928193
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,74,0.008975858565851187
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,75,0.008939076856176639
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,76,0.008900540744180835
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,77,0.008860209169876102
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,78,0.00881803892817531
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,79,0.00877398491300127
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,80,0.008728000359517788
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,81,0.008680037084948656
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,82,0.008630045728731123
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,83,0.008577975993012776
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,84,0.008523776693299803
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,85,0.008467393883662803
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,86,0.008408765467443145
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,87,0.008347821240650853
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,88,0.008284486847622858
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,89,0.008218687088289371
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,90,0.008150348533935876
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,91,0.008079401691371082
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,92,0.008005782853534574
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,93,0.007929435697303543
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,94,0.007850312643474432
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,95,0.0077683759677707465
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,96,0.007683598637665794
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,97,0.007595964843738908
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,98,0.0075054701940389735
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,99,0.0074121215442889445
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,100,0.00731593644494493
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,101,0.007216942197506347
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,102,0.007115174526491109
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,103,0.007010675889551823
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,104,0.006903493465715622
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,105,0.006793676880112856
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,106,0.006681275742431219
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,107,0.006566337095843033
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,108,0.006448902894991441
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,109,0.006329007662168357
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,110,0.006206676532383634
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,111,0.006081924051086781
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,112,0.005954753466947428
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,113,0.00582515500985028
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,114,0.0056931046442240466
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,115,0.005558564456167219
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,116,0.005421484237590601
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,117,0.005281804216023417
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,118,0.005139458993541625
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,119,0.004994382706760081
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,120,0.004846515358838882
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,121,0.004695810206110177
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,122,0.004542242009238297
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,123,0.004385815885610146
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,124,0.004226576430424462
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,125,0.0040646167136833
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,126,0.0039000867141231865
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,127,0.0037332007239871865
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,128,0.0035642432547340055
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,129,0.003393572996547683
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,130,0.0032216244356138755
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,131,0.003048906812503394
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,132,0.0028760002105198746
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,133,0.002703548690245912
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,134,0.002532250529412931
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,135,0.002362845777503555
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,136,0.0021961014827245728
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,137,0.002032795084995371
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,2,Auburn,True,1,138,0.001873696582195924
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,1,0.0007130403436984528
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,2,0.0008118869899752306
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,3,0.0009188678550322169
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,4,0.0010337776404212818
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,5,0.001156291215999174
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,6,0.0012859679775538693
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,7,0.0014222598809247628
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,8,0.0015645228750241606
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,9,0.0017120312614984736
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,10,0.0018639943844916966
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,11,0.0020195749763788455
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,12,0.0021779084491934443
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,13,0.0023381224232545766
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,14,0.0024993558196000176
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,15,0.0026607769054455346
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,16,0.00282159976547686
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,17,0.0029810987696003294
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,18,0.003138620713360772
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,19,0.003293594414726559
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,20,0.0034455376553274323
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,21,0.0035940614514608804
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,22,0.003738871727201714
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,23,0.00387976853666734
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,24,0.004016643043705493
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,25,0.0041494725145592454
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,26,0.00427831361265846
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,27,0.004403294305339392
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,28,0.0045246047011476675
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,29,0.004642487138073396
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,30,0.004757225895701876
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,31,0.004869136855138323
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,32,0.004978557066818681
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,33,0.005085834292827967
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,34,0.005191316704871417
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,35,0.00529534290757142
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,36,0.005398232452820673
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,37,0.00550027701051231
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,38,0.005601732362449342
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,39,0.005702811389008383
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,40,0.005803678221644865
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,41,0.005904443738123476
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,42,0.006005162581220514
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,43,0.006105831885785745
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,44,0.006206391904343391
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,45,0.006306728729690366
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,46,0.006406679327384238
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,47,0.006506039116570557
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,48,0.006604572381528919
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,49,0.006702025868299358
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,50,0.0067981460313121895
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,51,0.006892700546777938
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,52,0.006985504860989166
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,53,0.0070764544537862415
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,54,0.007165562033596017
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,55,0.007252990112645528
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,56,0.0073390135004058575
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,57,0.007423785864796403
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,58,0.007507363839829679
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,59,0.0075897881490562666
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,60,0.007671098778441923
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,61,0.007751334724338187
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,62,0.00783053375633482
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,63,0.007908732194457221
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,64,0.00798596470010186
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,65,0.008062264080018151
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,66,0.008137661102542656
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,67,0.008212184325168572
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,68,0.008285859932387283
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,69,0.008358711582569137
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,70,0.008430760262457123
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,71,0.008502024147630861
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,72,0.008572518467063079
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,73,0.00864225536964004
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,74,0.008711243790257847
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,75,0.008779489312846238
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,76,0.008846994027419616
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,77,0.008913756378023269
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,78,0.00897977099824349
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,79,0.009045028530797397
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,80,0.009109515427626374
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,81,0.009173213726900558
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,82,0.009236100803416194
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,83,0.009298149089045233
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,84,0.009359325744723335
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,85,0.009419592129073246
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,86,0.009478902867856357
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,87,0.009537205209218027
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,88,0.009594438671322847
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,89,0.009650534660461466
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,90,0.009705416050548341
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,91,0.0097589967450727
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,92,0.009811181241540743
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,93,0.009861864216628833
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,94,0.009910930149273847
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,95,0.009958252998335523
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,96,0.010003695950832024
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,97,0.010047111255746512
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,98,0.010088340156776133
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,99,0.010127212934937393
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,100,0.01016354906846538
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,101,0.01019715751278028
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,102,0.010227837097291073
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,103,0.01025537702836178
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,104,0.010279557478920273
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,105,0.010300150235427932
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,106,0.01031691936413429
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,107,0.010329621857206202
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,108,0.010338008248364889
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,109,0.01034182333647854
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,110,0.010340807843328553
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,111,0.010334705675509264
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,112,0.010323283013424056
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,113,0.01030632707095385
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,114,0.010283633575229862
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,115,0.010255002894048633
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,116,0.010220238840367483
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,117,0.01017914676130277
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,118,0.010131530853357175
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,119,0.010077190678238916
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,120,0.010015916899099489
2026,2026-09-06T17:34:56.895103+00:00,context,prior_stripping,5,UAB,True,1,121,0.009947486316399605
