target_season,family,feature,standardized_location_coefficient,practical_effect_one_training_sd_z
2014,H_static,lag3_z_mean,0.12836315034587317,0.12836315034587317
2014,H_static,long_run_z_mean,0.37008480626109086,0.37008480626109086
2014,C_static,lag2_z_mean,-0.010775869358399786,-0.010775869358399786
2014,C_static,lag3_z_mean,0.06931267602011135,0.06931267602011135
2014,C_static,long_run_z_mean,0.10580085106796412,0.10580085106796412
2014,C_static,coach_tenure_seasons,-0.06765677448086337,-0.06765677448086337
2014,C_static,recruiting_class_rank,0.2560169073248661,0.2560169073248661
2014,C_static,recruiting_class_points,0.0754754413489011,0.0754754413489011
2014,C_static,recruiting_points_2y_mean,0.07315310088258566,0.07315310088258566
2014,C_static,recruiting_points_3y_mean,-0.44443572625184047,-0.44443572625184047
2014,C_static,recruiting_points_4y_mean,0.1227442891118705,0.1227442891118705
2014,C_static,recruiting_points_trend,0.01842541614655853,0.01842541614655853
2014,C_static,talent_composite,0.0,0.0
2014,C_static,returning_pct_ppa,0.0,0.0
2014,C_static,returning_pct_passing_ppa,0.0,0.0
2014,C_static,returning_pct_receiving_ppa,0.0,0.0
2014,C_static,returning_pct_rushing_ppa,0.0,0.0
2015,H_static,lag2_z_mean,0.007366607386746843,0.007366607386746843
2015,H_static,lag3_z_mean,0.12448475529260355,0.12448475529260355
2015,H_static,long_run_z_mean,0.408610279427238,0.408610279427238
2015,C_static,lag2_z_mean,-0.003776791062667818,-0.003776791062667818
2015,C_static,lag3_z_mean,0.06579801895034341,0.06579801895034341
2015,C_static,long_run_z_mean,0.14792875157772153,0.14792875157772153
2015,C_static,coach_tenure_seasons,-0.06840147522331838,-0.06840147522331838
2015,C_static,recruiting_class_rank,0.30988069279070674,0.30988069279070674
2015,C_static,recruiting_class_points,0.10803031210406656,0.10803031210406656
2015,C_static,recruiting_points_2y_mean,0.052481625812473384,0.052481625812473384
2015,C_static,recruiting_points_3y_mean,-0.3590482723080758,-0.3590482723080758
2015,C_static,recruiting_points_4y_mean,0.08162913058592182,0.08162913058592182
2015,C_static,recruiting_points_trend,0.010188143010363214,0.010188143010363214
2015,C_static,talent_composite,0.0,0.0
2015,C_static,returning_pct_ppa,-0.06895982573522794,-0.06895982573522794
2015,C_static,returning_pct_passing_ppa,0.014848669606667926,0.014848669606667926
2015,C_static,returning_pct_receiving_ppa,-0.008925562913731196,-0.008925562913731196
2015,C_static,returning_pct_rushing_ppa,0.02469143317562847,0.02469143317562847
2016,H_static,lag2_z_mean,-0.0003982822503287534,-0.0003982822503287534
2016,H_static,lag3_z_mean,0.13275846369937652,0.13275846369937652
2016,H_static,long_run_z_mean,0.4144940305317092,0.4144940305317092
2016,C_static,lag2_z_mean,-0.0011430015560806967,-0.0011430015560806967
2016,C_static,lag3_z_mean,0.07165432116010956,0.07165432116010956
2016,C_static,long_run_z_mean,0.14510294339624916,0.14510294339624916
2016,C_static,coach_tenure_seasons,-0.07995554381994743,-0.07995554381994743
2016,C_static,recruiting_class_rank,0.2581885246831871,0.2581885246831871
2016,C_static,recruiting_class_points,0.06567856171022635,0.06567856171022635
2016,C_static,recruiting_points_2y_mean,0.06901358068942148,0.06901358068942148
2016,C_static,recruiting_points_3y_mean,-0.3113337521862097,-0.3113337521862097
2016,C_static,recruiting_points_4y_mean,0.005584537521644807,0.005584537521644807
2016,C_static,recruiting_points_trend,0.01818584469876863,0.01818584469876863
2016,C_static,talent_composite,-0.024395931756799796,-0.024395931756799796
2016,C_static,returning_pct_ppa,-0.08947581881139847,-0.08947581881139847
2016,C_static,returning_pct_passing_ppa,-0.020769038404429743,-0.020769038404429743
2016,C_static,returning_pct_receiving_ppa,-0.050752589149677674,-0.050752589149677674
2016,C_static,returning_pct_rushing_ppa,-0.023437804128351405,-0.023437804128351405
2017,H_static,lag2_z_mean,-0.019645048390948987,-0.019645048390948987
2017,H_static,lag3_z_mean,0.11804061694275449,0.11804061694275449
2017,H_static,long_run_z_mean,0.4413978951613712,0.4413978951613712
2017,C_static,lag2_z_mean,-0.02353016667160336,-0.02353016667160336
2017,C_static,lag3_z_mean,0.0527632261537633,0.0527632261537633
2017,C_static,long_run_z_mean,0.16319033671721478,0.16319033671721478
2017,C_static,coach_tenure_seasons,-0.0735710703092085,-0.0735710703092085
2017,C_static,recruiting_class_rank,0.24667119012315727,0.24667119012315727
2017,C_static,recruiting_class_points,0.04459260049585718,0.04459260049585718
2017,C_static,recruiting_points_2y_mean,0.0998072498448561,0.0998072498448561
2017,C_static,recruiting_points_3y_mean,-0.35986255058986344,-0.35986255058986344
2017,C_static,recruiting_points_4y_mean,0.02872701821402975,0.02872701821402975
2017,C_static,recruiting_points_trend,0.014158530045417875,0.014158530045417875
2017,C_static,talent_composite,-0.010608276128802824,-0.010608276128802824
2017,C_static,returning_pct_ppa,-0.09722315209456972,-0.09722315209456972
2017,C_static,returning_pct_passing_ppa,-0.013519251959928239,-0.013519251959928239
2017,C_static,returning_pct_receiving_ppa,-0.06342436710161324,-0.06342436710161324
2017,C_static,returning_pct_rushing_ppa,0.0073878240716322595,0.0073878240716322595
2018,H_static,lag2_z_mean,-0.01181137086029841,-0.01181137086029841
2018,H_static,lag3_z_mean,0.11922306105843221,0.11922306105843221
2018,H_static,long_run_z_mean,0.44112103348741455,0.44112103348741455
2018,C_static,lag2_z_mean,-0.019492867354601755,-0.019492867354601755
2018,C_static,lag3_z_mean,0.056404505307994846,0.056404505307994846
2018,C_static,long_run_z_mean,0.16005825899641557,0.16005825899641557
2018,C_static,coach_tenure_seasons,-0.0837949656256056,-0.0837949656256056
2018,C_static,recruiting_class_rank,0.24228078618343152,0.24228078618343152
2018,C_static,recruiting_class_points,0.03086859481883158,0.03086859481883158
2018,C_static,recruiting_points_2y_mean,0.09706180144346901,0.09706180144346901
2018,C_static,recruiting_points_3y_mean,-0.38009433161520306,-0.38009433161520306
2018,C_static,recruiting_points_4y_mean,0.057464742181994884,0.057464742181994884
2018,C_static,recruiting_points_trend,0.019141691372729867,0.019141691372729867
2018,C_static,talent_composite,-0.02558246654289654,-0.02558246654289654
2018,C_static,returning_pct_ppa,-0.13357196034884408,-0.13357196034884408
2018,C_static,returning_pct_passing_ppa,-0.02067861711011746,-0.02067861711011746
2018,C_static,returning_pct_receiving_ppa,-0.05926927508764315,-0.05926927508764315
2018,C_static,returning_pct_rushing_ppa,0.002954311818688006,0.002954311818688006
2019,H_static,lag2_z_mean,-0.005762128083452,-0.005762128083452
2019,H_static,lag3_z_mean,0.11365762105618013,0.11365762105618013
2019,H_static,long_run_z_mean,0.42155660530901407,0.42155660530901407
2019,C_static,lag2_z_mean,-0.007429520407059117,-0.007429520407059117
2019,C_static,lag3_z_mean,0.051533926284051255,0.051533926284051255
2019,C_static,long_run_z_mean,0.1372401244627109,0.1372401244627109
2019,C_static,coach_tenure_seasons,-0.0844301915445611,-0.0844301915445611
2019,C_static,recruiting_class_rank,0.21905711440841683,0.21905711440841683
2019,C_static,recruiting_class_points,0.004644290264665524,0.004644290264665524
2019,C_static,recruiting_points_2y_mean,0.11810421196443358,0.11810421196443358
2019,C_static,recruiting_points_3y_mean,-0.40844809888258676,-0.40844809888258676
2019,C_static,recruiting_points_4y_mean,0.06884283917800278,0.06884283917800278
2019,C_static,recruiting_points_trend,0.017550801434053603,0.017550801434053603
2019,C_static,talent_composite,-0.021964801322068423,-0.021964801322068423
2019,C_static,returning_pct_ppa,-0.16180835759520534,-0.16180835759520534
2019,C_static,returning_pct_passing_ppa,-0.027313174400860857,-0.027313174400860857
2019,C_static,returning_pct_receiving_ppa,-0.03366403326320752,-0.03366403326320752
2019,C_static,returning_pct_rushing_ppa,0.004390406758629399,0.004390406758629399
2020,H_static,lag2_z_mean,-0.011676123391795095,-0.011676123391795095
2020,H_static,lag3_z_mean,0.12552917946478512,0.12552917946478512
2020,H_static,long_run_z_mean,0.42941526806108155,0.42941526806108155
2020,C_static,lag2_z_mean,-0.011332026680137879,-0.011332026680137879
2020,C_static,lag3_z_mean,0.06027558441508986,0.06027558441508986
2020,C_static,long_run_z_mean,0.1581556804664724,0.1581556804664724
2020,C_static,coach_tenure_seasons,-0.0821721882754606,-0.0821721882754606
2020,C_static,recruiting_class_rank,0.182324417288677,0.182324417288677
2020,C_static,recruiting_class_points,-0.045421409948512355,-0.045421409948512355
2020,C_static,recruiting_points_2y_mean,0.10472044508782598,0.10472044508782598
2020,C_static,recruiting_points_3y_mean,-0.3920130013692579,-0.3920130013692579
2020,C_static,recruiting_points_4y_mean,0.09208396067176408,0.09208396067176408
2020,C_static,recruiting_points_trend,0.02509984936659234,0.02509984936659234
2020,C_static,talent_composite,-0.022699900634615754,-0.022699900634615754
2020,C_static,returning_pct_ppa,-0.16977291135506692,-0.16977291135506692
2020,C_static,returning_pct_passing_ppa,-0.028540511605998544,-0.028540511605998544
2020,C_static,returning_pct_receiving_ppa,-0.0434841561369822,-0.0434841561369822
2020,C_static,returning_pct_rushing_ppa,0.005341267658284572,0.005341267658284572
2021,H_static,lag2_z_mean,-0.0020837897621758432,-0.0020837897621758432
2021,H_static,lag3_z_mean,0.11761301107208824,0.11761301107208824
2021,H_static,long_run_z_mean,0.42783653352630047,0.42783653352630047
2021,C_static,lag2_z_mean,0.0020668503541755004,0.0020668503541755004
2021,C_static,lag3_z_mean,0.05778771528961266,0.05778771528961266
2021,C_static,long_run_z_mean,0.1552977734668683,0.1552977734668683
2021,C_static,coach_tenure_seasons,-0.08502715768255441,-0.08502715768255441
2021,C_static,recruiting_class_rank,0.11883049990973123,0.11883049990973123
2021,C_static,recruiting_class_points,-0.07639131667297129,-0.07639131667297129
2021,C_static,recruiting_points_2y_mean,0.0687039077402854,0.0687039077402854
2021,C_static,recruiting_points_3y_mean,-0.3657888187181675,-0.3657888187181675
2021,C_static,recruiting_points_4y_mean,0.08053830570347699,0.08053830570347699
2021,C_static,recruiting_points_trend,0.02091322168251504,0.02091322168251504
2021,C_static,talent_composite,-0.010984243546992649,-0.010984243546992649
2021,C_static,returning_pct_ppa,-0.18249244711077847,-0.18249244711077847
2021,C_static,returning_pct_passing_ppa,-0.026887744438506923,-0.026887744438506923
2021,C_static,returning_pct_receiving_ppa,-0.040454478472961894,-0.040454478472961894
2021,C_static,returning_pct_rushing_ppa,0.002806447529419654,0.002806447529419654
2022,H_static,lag2_z_mean,0.014510801374959442,0.014510801374959442
2022,H_static,lag3_z_mean,0.1075070601544619,0.1075070601544619
2022,H_static,long_run_z_mean,0.4324195771441809,0.4324195771441809
2022,C_static,lag2_z_mean,0.011863011910017795,0.011863011910017795
2022,C_static,lag3_z_mean,0.0538315479065831,0.0538315479065831
2022,C_static,long_run_z_mean,0.16727844936662387,0.16727844936662387
2022,C_static,coach_tenure_seasons,-0.08855364904735508,-0.08855364904735508
2022,C_static,recruiting_class_rank,0.13747238668932593,0.13747238668932593
2022,C_static,recruiting_class_points,-0.06121582575243331,-0.06121582575243331
2022,C_static,recruiting_points_2y_mean,0.08280572582722588,0.08280572582722588
2022,C_static,recruiting_points_3y_mean,-0.37554462585220905,-0.37554462585220905
2022,C_static,recruiting_points_4y_mean,0.08449804579141709,0.08449804579141709
2022,C_static,recruiting_points_trend,0.019951766687759106,0.019951766687759106
2022,C_static,talent_composite,-0.00845615552552749,-0.00845615552552749
2022,C_static,returning_pct_ppa,-0.15336274639795613,-0.15336274639795613
2022,C_static,returning_pct_passing_ppa,-0.025034239928101203,-0.025034239928101203
2022,C_static,returning_pct_receiving_ppa,-0.07427546646052022,-0.07427546646052022
2022,C_static,returning_pct_rushing_ppa,0.00020162005960333232,0.00020162005960333232
2023,H_static,lag2_z_mean,4.617288599602416e-05,4.617288599602416e-05
2023,H_static,lag3_z_mean,0.11975186165626775,0.11975186165626775
2023,H_static,long_run_z_mean,0.443846845553296,0.443846845553296
2023,C_static,lag2_z_mean,0.0021566137338155625,0.0021566137338155625
2023,C_static,lag3_z_mean,0.06739079274992511,0.06739079274992511
2023,C_static,long_run_z_mean,0.1729555228440283,0.1729555228440283
2023,C_static,coach_tenure_seasons,-0.08231857956690726,-0.08231857956690726
2023,C_static,recruiting_class_rank,0.120119826294345,0.120119826294345
2023,C_static,recruiting_class_points,-0.07863459482082484,-0.07863459482082484
2023,C_static,recruiting_points_2y_mean,0.06111642778419423,0.06111642778419423
2023,C_static,recruiting_points_3y_mean,-0.3077477960274232,-0.3077477960274232
2023,C_static,recruiting_points_4y_mean,0.04620834259791173,0.04620834259791173
2023,C_static,recruiting_points_trend,0.035290797644749704,0.035290797644749704
2023,C_static,talent_composite,-0.02744326854878503,-0.02744326854878503
2023,C_static,returning_pct_ppa,-0.1530673893532301,-0.1530673893532301
2023,C_static,returning_pct_passing_ppa,-0.02839276303668954,-0.02839276303668954
2023,C_static,returning_pct_receiving_ppa,-0.0764803269922356,-0.0764803269922356
2023,C_static,returning_pct_rushing_ppa,0.000746300098251938,0.000746300098251938
2024,H_static,lag2_z_mean,-0.01074433662265793,-0.01074433662265793
2024,H_static,lag3_z_mean,0.11564424746665082,0.11564424746665082
2024,H_static,long_run_z_mean,0.45385933809416423,0.45385933809416423
2024,C_static,lag2_z_mean,-0.0016596946589821494,-0.0016596946589821494
2024,C_static,lag3_z_mean,0.06283628295585851,0.06283628295585851
2024,C_static,long_run_z_mean,0.18524142079546582,0.18524142079546582
2024,C_static,coach_tenure_seasons,-0.08197456206703738,-0.08197456206703738
2024,C_static,recruiting_class_rank,0.09118611973021622,0.09118611973021622
2024,C_static,recruiting_class_points,-0.09594106591034877,-0.09594106591034877
2024,C_static,recruiting_points_2y_mean,0.05889310729704655,0.05889310729704655
2024,C_static,recruiting_points_3y_mean,-0.30852051033548905,-0.30852051033548905
2024,C_static,recruiting_points_4y_mean,0.0504717758700249,0.0504717758700249
2024,C_static,recruiting_points_trend,0.03635557743005468,0.03635557743005468
2024,C_static,talent_composite,-0.038591014092205916,-0.038591014092205916
2024,C_static,returning_pct_ppa,-0.16958542138462485,-0.16958542138462485
2024,C_static,returning_pct_passing_ppa,-0.027891108901441034,-0.027891108901441034
2024,C_static,returning_pct_receiving_ppa,-0.06699539108384935,-0.06699539108384935
2024,C_static,returning_pct_rushing_ppa,-0.0011985925448279068,-0.0011985925448279068
2025,H_static,lag2_z_mean,-0.005194947134131973,-0.005194947134131973
2025,H_static,lag3_z_mean,0.10951003395837115,0.10951003395837115
2025,H_static,long_run_z_mean,0.45780837358246246,0.45780837358246246
2025,C_static,lag2_z_mean,0.007537711438573092,0.007537711438573092
2025,C_static,lag3_z_mean,0.05385698922365751,0.05385698922365751
2025,C_static,long_run_z_mean,0.18709541149978512,0.18709541149978512
2025,C_static,coach_tenure_seasons,-0.07741311428816121,-0.07741311428816121
2025,C_static,recruiting_class_rank,0.05138565776752053,0.05138565776752053
2025,C_static,recruiting_class_points,-0.1385418909465098,-0.1385418909465098
2025,C_static,recruiting_points_2y_mean,-0.057100243921498116,-0.057100243921498116
2025,C_static,recruiting_points_3y_mean,-0.10002538707730431,-0.10002538707730431
2025,C_static,recruiting_points_4y_mean,-0.03852873223122282,-0.03852873223122282
2025,C_static,recruiting_points_trend,0.0454291176362442,0.0454291176362442
2025,C_static,talent_composite,-0.04479832344437132,-0.04479832344437132
2025,C_static,returning_pct_ppa,-0.15486967893485845,-0.15486967893485845
2025,C_static,returning_pct_passing_ppa,-0.023215634436345396,-0.023215634436345396
2025,C_static,returning_pct_receiving_ppa,-0.06765389296012957,-0.06765389296012957
2025,C_static,returning_pct_rushing_ppa,-0.0009352674004485825,-0.0009352674004485825
